[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 53, TPM: 335.0, Sum(ms): 7343.7, Avg(ms): 138.4, 50th(ms): 134.2, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 226.5, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] DELIVERY - Takes(s): 10.0, Count: 46, TPM: 276.2, Sum(ms): 32722.2, Avg(ms): 709.9, 50th(ms): 570.4, 90th(ms): 1073.7, 95th(ms): 1342.2, 99th(ms): 1811.9, 99.9th(ms): 1811.9, Max(ms): 1811.9
[Current] NEW_ORDER - Takes(s): 9.9, Count: 494, TPM: 2984.9, Sum(ms): 233084.1, Avg(ms): 471.4, 50th(ms): 285.2, 90th(ms): 1208.0, 95th(ms): 1342.2, 99th(ms): 1677.7, 99.9th(ms): 2080.4, Max(ms): 2080.4
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 46, TPM: 279.8, Sum(ms): 1712.4, Avg(ms): 37.2, 50th(ms): 35.7, 90th(ms): 50.3, 95th(ms): 52.4, 99th(ms): 54.5, 99.9th(ms): 54.5, Max(ms): 54.5
[Current] PAYMENT - Takes(s): 10.0, Count: 485, TPM: 2916.0, Sum(ms): 345543.7, Avg(ms): 712.1, 50th(ms): 671.1, 90th(ms): 1409.3, 95th(ms): 1610.6, 99th(ms): 1946.2, 99.9th(ms): 2281.7, Max(ms): 2281.7
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 54, TPM: 339.3, Sum(ms): 7198.5, Avg(ms): 133.3, 50th(ms): 125.8, 90th(ms): 184.5, 95th(ms): 218.1, 99th(ms): 251.7, 99.9th(ms): 251.7, Max(ms): 251.7
[Current] DELIVERY - Takes(s): 9.6, Count: 38, TPM: 237.4, Sum(ms): 25898.6, Avg(ms): 684.1, 50th(ms): 536.9, 90th(ms): 1040.2, 95th(ms): 1275.1, 99th(ms): 1543.5, 99.9th(ms): 1543.5, Max(ms): 1543.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 443, TPM: 2666.4, Sum(ms): 262924.2, Avg(ms): 593.3, 50th(ms): 176.2, 90th(ms): 1879.0, 95th(ms): 2147.5, 99th(ms): 2415.9, 99.9th(ms): 2684.4, Max(ms): 2684.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 40, TPM: 240.7, Sum(ms): 2133.9, Avg(ms): 53.4, 50th(ms): 44.0, 90th(ms): 52.4, 95th(ms): 56.6, 99th(ms): 335.5, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] PAYMENT - Takes(s): 10.0, Count: 475, TPM: 2858.7, Sum(ms): 351454.4, Avg(ms): 740.1, 50th(ms): 285.2, 90th(ms): 2281.7, 95th(ms): 2415.9, 99th(ms): 2550.1, 99.9th(ms): 2550.1, Max(ms): 2550.1
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 44, TPM: 272.9, Sum(ms): 5752.0, Avg(ms): 130.5, 50th(ms): 130.0, 90th(ms): 167.8, 95th(ms): 176.2, 99th(ms): 184.5, 99.9th(ms): 184.5, Max(ms): 184.5
[Current] DELIVERY - Takes(s): 9.9, Count: 45, TPM: 272.2, Sum(ms): 38456.3, Avg(ms): 857.1, 50th(ms): 704.6, 90th(ms): 1610.6, 95th(ms): 1677.7, 99th(ms): 2013.3, 99.9th(ms): 2013.3, Max(ms): 2013.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 488, TPM: 2930.4, Sum(ms): 258650.9, Avg(ms): 529.9, 50th(ms): 201.3, 90th(ms): 1744.8, 95th(ms): 1946.2, 99th(ms): 2147.5, 99.9th(ms): 2415.9, Max(ms): 2415.9
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 46, TPM: 285.1, Sum(ms): 3336.5, Avg(ms): 72.4, 50th(ms): 48.2, 90th(ms): 67.1, 95th(ms): 335.5, 99th(ms): 352.3, 99.9th(ms): 352.3, Max(ms): 352.3
[Current] PAYMENT - Takes(s): 10.0, Count: 453, TPM: 2729.4, Sum(ms): 327524.7, Avg(ms): 722.6, 50th(ms): 352.3, 90th(ms): 2080.4, 95th(ms): 2147.5, 99th(ms): 2281.7, 99.9th(ms): 2415.9, Max(ms): 2415.9
[Current] STOCK_LEVEL - Takes(s): 9.0, Count: 24, TPM: 159.4, Sum(ms): 3292.3, Avg(ms): 137.4, 50th(ms): 134.2, 90th(ms): 176.2, 95th(ms): 176.2, 99th(ms): 192.9, 99.9th(ms): 192.9, Max(ms): 192.9
[Current] DELIVERY - Takes(s): 9.8, Count: 41, TPM: 250.2, Sum(ms): 36932.7, Avg(ms): 902.3, 50th(ms): 872.4, 90th(ms): 1476.4, 95th(ms): 1744.8, 99th(ms): 1946.2, 99.9th(ms): 1946.2, Max(ms): 1946.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 462, TPM: 2781.3, Sum(ms): 252275.9, Avg(ms): 545.7, 50th(ms): 176.2, 90th(ms): 1811.9, 95th(ms): 2013.3, 99th(ms): 2281.7, 99.9th(ms): 2684.4, Max(ms): 2684.4
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 46, TPM: 281.5, Sum(ms): 2140.6, Avg(ms): 46.4, 50th(ms): 39.8, 90th(ms): 54.5, 95th(ms): 60.8, 99th(ms): 318.8, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] PAYMENT - Takes(s): 10.0, Count: 433, TPM: 2601.7, Sum(ms): 322440.2, Avg(ms): 744.8, 50th(ms): 285.2, 90th(ms): 2147.5, 95th(ms): 2281.7, 99th(ms): 2415.9, 99.9th(ms): 2550.1, Max(ms): 2550.1
